overall,reviews
4,Conforme très sympa livraison rapide parfait je recommande
4,"Très  beau collier comme sur la photo
Ça faisait longtemps que j'en  cherché comme ça et celui ci a un très bon rapport qualité prix. 
De la livraison et rapide. 
Je vous le recommande"
4,Je suis entièrement satisfait de mon achat. La confection et la présentation est soigné. Merci.
4,"Super bracelet, vraiment très jolie, très fin et raffiné! Je recommande."
4,Arrivées très rapidement ! J'aime bien (juste un poil trop grandes pour mon lobe ;))
4,juste parfait très beau rendu
4,Bijou magnifique ! on verra si le fil tient le coup avec le temps mais pour l'instant il va très bien. Article envoyé très  rapidement
4,Sehr schöne Kette 😍
4,Super ma femme et ravie et arrivé à l'heure super
4,"Un peu gros á mon goût.
Ça manque de finesse"
4,Colier parfait. Reçu rapidement!
4,I love this shop. These necklaces are so cute and get so many compliments. Reorder often as gifts!
4,I love this shop.  These necklaces are so cute and get so many compliments. Reorder often as gifts!
4,Très beau à recommander
4,"Es del tamaño adecuado
Un regalo perfecto."
4,very nice and simple...I will buy again !!!!
4,Parfaite ! elles dégagent beaucoup d'élégance!
4,This was a reorder. These Bracelets are so cute.
4,I received my necklace and loved it! I was very satisfied with it. I left another comment stating I wasn’t happy with th company and I was wrong. It took the mail service a little longer than expected to get here but that had nothing to do with the company. If you order from this company you will be happy you did!
4,"Envoi rapide
Beau bijoux 
Répond à mes attentes"
4,These are so cute.  I get so many compliments!
4,These are so cute.  I get so many compliments!
4,"Colis arriver le 6 mai ,très jolie il est un peu trop long ,j’aurai préféré le collier en  argent mais bon ça c’est de ma faute"
4,"Très joli collier ! Ma mère va l’adorer. 
Envoi rapide et soigné, merci 🙂"
4,pierre très fine et avec ce fil transparent on le croirai collé sur la beau..vraiment magnifique  joce w
4,Je m'attendais à un autre rendu sur la peau.... mais très bon article
4,"très jolie autour de mon cou j, adore merci"
4,Beautiful well done necklace. Love it. Will order again. Thank you
4,I recd my order & Very nice
4,Envoi rapide et soigné je l’ai même reçu avant la date prévue ! Le bijou est identique à la description. C’est parfait ! Je reviendrai commander c’est sur !
4,tout simplement magnifique à porter surtout sur une peau doréé
4,Recd my order and excited
4,Very happy with my purchase ! Loved it !!
4,"Super, envoi rapide et soigné, collier très joli, je recommande à 100%
Merci beaucoup"
4,"Alles lief perfekt, der Schmuck ist wunderschön"
4,"Arrivés très très vite et correspond exactement à mon souhait.
Avec un petit mail gentil de Mélanie pour m'annoncer l'envoie de la commande.
Le bleu est vraiment magnifique"
4,très joli pendentif  jw
4,Envoie rapide et collier très jolie !!
4,"Perfect, very pretty"
4,Top!!! Die Halskette sieht sehr schön aus. Lieferung war schnell und günstig. Sehr empfehlenswert.
4,"Article conforme aux attentes, parfait !"
4,"Man muß mehrmals hinsehen, um überhaupt einen Anhänger
zu sehen."
4,"Conforme à la photo, de bonne qualité.
Appréciable de pouvoir choisir la taille du collier."
4,"Très satisfaite de mon achat.
Jolie finition pour ce collier."
4,Beautiful necklace! Very light and stone is very sparkly! Love it!
4,Il est parfait très chic et conforme à la demande.
4,"Commande reçue très rapidement, beau et efficace. Le fil est quasi invisible. En plus de ça Mélanie est adorable.
Foncez :-)"
4,Super contente de mon achat. Tres bien
4,Parfait je me suis trompée de taille et Mélanie a eu la gentillesse de les reprendre et de les agrandir. Merci encore
4,"Travail soigné, bijoux de qualité 
Ravie de ma commande 😍"
4,Beautiful! Thank you so much! :)
4,Très joli collier et arrivé assez vite
4,"Joli collier, tout simple. Envoi rapide et soigné. Je recommande vivement"
4,"Unglaublich schön, kann ich wirklich weiter empfehlen)))))"
4,It looks amazing! Thank you
4,"Commande reçue rapidement, et article conforme et bien emballé, je recommande 👍🏼"
4,"creamelanie est parfaite.
Une commande de bijoux (collier, boucles et bracelet) tout parfait.
Je recommande"
4,Very nice I loved the quality is perfect
4,"Je recommande vivement ce produit il est vraiment très beau. 
Super vendeuse merci pour votre réactivité  

Julie"
4,"Super schön, totaler Blickfang 😍... danke gerne wieder!"
4,"Super schön, totaler Blickfang 😍... danke gerne wieder!"
4,Le bijoux est gros mais jolie
4,"Service - très bien et correcte ...bien discret comme...
cette petit collier . Merci ."
4,Collier correspondant exactement à ma demande très jolie créatrice très gentille je recommande.
4,Il tourne.L'attache se retrouve avec le brillant :(
4,"Article conforme et de qualité : une nouvelle fois, ravie de ma commande 😇"
4,"article envoye rapidement, de bonne qualite et  un joli visuel"
4,"Collier conforme à la description, très fin et brillant, merci Mélanie !"
4,Très joli collier qui fait son effet je suis très satisfaite
4,"Tres beau bijoux
Grande qualité"
4,Lovely!Will be ordering another one for my friend as she also want one.
4,bonjour 2eme achat et encore nickel que ce soit le produit ou l envoi. bravo et merci
4,Très jolie bijoux emballé dans un beau papier
4,"Très joli ! Le collier est conforme à la photo. 
Et l'envoie est très rapide. Merci beaucoup :)"
4,"Superbes colliers, merci beaucoup :)"
4,"Les boucles sont très jolies et donne un bon rendu.
Je recommande creamelanie.
Très satisfaite."
4,"envoi rapide, très joli bracelet"
4,Le prix! Et la rapidité de l'envoi.
4,Jolie pendentif un peu dessus car à vite pris mauvaise forme et du coup tourne pas mal .
4,"commande envoyée rapidement et collier repondant aux attentes
continuez...."
4,"Loved the necklace, unfortunately it was too short for me so I might have to order a longer one since I love it"
4,Love it!!!  Beautiful!  Thank you!
4,Love it!!!  Beautiful!  Thank you!
4,Article conforme mis à part j aurai aimé une petite pochette pour mettre colier sinon melanie o top rapidité  d envoi👍
4,Bin sehr zufrieden 👍
4,Très bel éclat. Bel emballage. Envoi très rapide. Merci
4,Bel article.... je suis contente......... pas déçue.... bon suivi du colis.... à refaire bientôt
4,Goed verzorgd alleen erg lang moeten wachten voordat de post het bezorgd heeft .
4,Super bracelet expédié très rapidement. Il est vraiment jolie
4,"bonjour,
oui ravi par mon achat, mais la prochaine fois j'en prendrais un plus court.
service rapide."
4,Still waiting for delivery-would not have ordered if I knew it was overseas.  Horrible to use USPS-totally unreliable-need different delivery.
4,beautiful !!!! it is delicate I can wear everywhere
4,c'est un collier qui se porte facilement avec toutes tenues et très discret.
4,vraiment contente du collier reçu..livraison rapide ..merci
4,"envoi rapide, très joli collier"
4,It is stunning! Thank you
4,"Tolle Kette, wunderbarer Kundenservice, Vielen Dank 🎀"
4,Déçue par cet article. Effet grossier
4,"Sehr schöne Kette, schneller Versand und netten Kontakt."
4,Collier conforme à la description ainsi qu'à la taille demandée. Un suivi de la part de la vendeuse et un jolie emballage à réception du collier.
4,Le collier correspond aux attentes :)
